"","scenario","scena1","prc.Grass_carp","prc.Common_carp","prc.Pike_perch","prc.Roach","prc.Tench","EE.Roach_juv","EE.Tench_juv","EE.Macroinvertebrate","EE.Zooplancton","EE.Macrophyte","EE.Phytoplancton","Feed","EE.Detritus","RDT","FCI","Profitability","n"
"217","scenario1193","1193",15,20,35,20,10,0.117216115278192,-1.81953994381715,2.61594673582984,2.1297730033641,0.765407845407044,0.0208010845835926,0.392536246931916,0.0146264676959778,1351.29424352831,0.053887145007004,7447.75109767113,13
"218","scenario1194","1194",10,25,35,20,10,0.117216115278192,-1.81953994381715,2.58170845643531,2.12375108088965,0.75940455041084,0.0193273023454761,0.419031661928154,0.0133846871741121,1291.98327225961,0.0539036285866417,6536.38941522906,13
"219","scenario1195","1195",5,30,35,20,10,0.117216115278192,-1.81953994381715,2.54747017704078,2.1177291584152,0.753401255414636,0.0178535201073596,0.445527076924392,0.0121493490204924,1232.67230099091,0.0539201647665953,5625.02773278699,13
"220","scenario1196","1196",25,5,40,20,10,0.128443951954549,-1.98701106333447,2.8252919105561,2.14337918800643,0.777013705178993,0.0236118761014681,0.292619342327067,0.0170330049766996,1474.19199030715,0.0541268330476637,9729.54361623001,13
"221","scenario1197","1197",20,10,40,20,10,0.128443951954549,-1.98701106333447,2.79105363116156,2.13735726553198,0.77101041018279,0.0221380938633515,0.319114757323305,0.0157768057451805,1414.88101903844,0.0541436152082726,8818.18193378794,13
"222","scenario1198","1198",15,15,40,20,10,0.128443951954549,-1.98701106333447,2.75681535176703,2.13133534305753,0.765007115186586,0.020664311625235,0.345610172319543,0.0145271661854964,1355.57004776974,0.0541604517276225,7906.82025134587,13
"223","scenario1199","1199",10,20,40,20,10,0.128443951954549,-1.98701106333447,2.72257707237249,2.12531342058308,0.759003820190382,0.0191905293871184,0.372105587315781,0.0132840350511093,1296.25907650104,0.0541773426583123,6995.45856890381,13
"224","scenario12","12",25,60,5,5,5,-0.101696420151262,-0.229282695008767,0.156624197462692,2.02179378022597,0.733387556298006,0.0138957333170282,0.814615355665263,0.0107102516818814,1029.49015593065,0.330854145106448,5449.22605750611,13
"225","scenario120","120",10,25,55,5,5,-0.590068057402591,-1.27689938978667,1.46259551865091,2.01935140973688,0.711370369104814,0.00810665701910191,0.424840854530244,0.00604698779671293,894.315284538818,0.337175764419583,7305.83254692738,13
"226","scenario1200","1200",5,25,40,20,10,0.128443951954549,-1.98701106333447,2.68833879297796,2.11929149810863,0.753000525194178,0.0177167471490019,0.398601002312019,0.0120473616279035,1236.94810523234,0.0541942879960597,6084.09688646174,13
"227","scenario1201","1201",20,5,45,20,10,0.139671788630906,-2.15448218285178,2.93192224709874,2.1389196052254,0.770609679962332,0.0220013209049938,0.272188682710932,0.0156786148886476,1419.15682327987,0.0544171168611345,9277.25108746269,13
"228","scenario1202","1202",15,10,45,20,10,0.139671788630906,-2.15448218285178,2.89768396770421,2.13289768275095,0.764606384966128,0.0205275386668773,0.29868409770717,0.0144276063005296,1359.84585201117,0.0544343622173817,8365.88940502062,13
"229","scenario1203","1203",10,15,45,20,10,0.139671788630906,-2.15448218285178,2.86344568830967,2.1268757602765,0.758603089969924,0.0190537564287608,0.325179512703407,0.0131831217223115,1300.53488074247,0.0544516637674299,7454.52772257855,13
"230","scenario1204","1204",5,20,45,20,10,0.139671788630906,-2.15448218285178,2.82920740891514,2.12085383780205,0.75259979497372,0.0175799741906442,0.351674927699645,0.0119451102526502,1241.22390947376,0.0544690215805795,6543.16604013649,13
"231","scenario1205","1205",15,5,50,20,10,0.150899625307263,-2.32195330236909,3.03855258364139,2.13446002244438,0.76420565474567,0.0203907657085197,0.251758023094796,0.0143277870313597,1364.1216562526,0.0547088779093464,8824.95855869537,13
"232","scenario1206","1206",10,10,50,20,10,0.150899625307263,-2.32195330236909,3.00431430424686,2.12843809996993,0.758202359749466,0.0189169834704031,0.278253438091034,0.0130819461696014,1304.81068498389,0.0547265933726849,7913.5968762533,13
"233","scenario1207","1207",5,15,50,20,10,0.150899625307263,-2.32195330236909,2.97007602485232,2.12241617749548,0.752199064753262,0.0174432012322866,0.304748853087272,0.0118425938684712,1245.49971371519,0.0547443668971783,7002.23519381123,13
"234","scenario1208","1208",10,5,55,20,10,0.16212746198362,-2.4894244218864,3.14518292018404,2.13000043966336,0.757801629529008,0.0187802105120454,0.231327363478661,0.0129805073695637,1309.08648922532,0.0550021329599402,8372.66602992805,13
"235","scenario1209","1209",5,10,55,20,10,0.16212746198362,-2.4894244218864,3.1109446407895,2.12397851718891,0.751798334532804,0.0173064282739289,0.257822778474899,0.0117398114437785,1249.77551795662,0.0550203254993145,7461.30434748598,13
"236","scenario121","121",5,30,55,5,5,-0.590068057402591,-1.27689938978667,1.42835723925637,2.01332948726243,0.70536707410861,0.00663287478098538,0.451336269526482,0.00484896731795093,835.004313270116,0.336327642088144,6394.47086448531,13
"237","scenario1210","1210",5,5,60,20,10,0.173355298659977,-2.65689554140371,3.25181325672668,2.12554085688233,0.751397604312346,0.0171696553155713,0.210896703862525,0.011636761941623,1254.05132219805,0.0552968988466505,7920.37350116073,13
"238","scenario1211","1211",55,5,5,25,10,0.0404315564025359,-0.939276021187801,2.58559673631419,2.20441841983277,0.830751501292813,0.0368506134649246,0.414083155773446,0.0277200918419246,1945.73507932154,0.0525658863993488,12357.4933982293,13
"239","scenario1212","1212",50,10,5,25,10,0.0404315564025359,-0.939276021187801,2.55135845691966,2.19839649735832,0.824748206296609,0.0353768312268081,0.440578570769684,0.0264189882790318,1886.42410805284,0.0525771633466349,11446.1317157872,13
"240","scenario1213","1213",45,15,5,25,10,0.0404315564025359,-0.939276021187801,2.51712017752512,2.19237457488387,0.818744911300405,0.0339030489886915,0.467073985765922,0.025124768195694,1827.11313678414,0.0525884327693231,10534.7700333452,13
"241","scenario1214","1214",40,20,5,25,10,0.0404315564025359,-0.939276021187801,2.48288189813059,2.18635265240942,0.812741616304202,0.032429266750575,0.49356940076216,0.0238373771105252,1767.80216551544,0.0525996935331819,9623.40835090309,13
"242","scenario1215","1215",35,25,5,25,10,0.0404315564025359,-0.939276021187801,2.44864361873605,2.18033072993497,0.806738321307998,0.0309554845124585,0.520064815758398,0.0225567611155724,1708.49119424673,0.0526109445218419,8712.04666846103,13
"243","scenario1216","1216",30,30,5,25,10,0.0404315564025359,-0.939276021187801,2.41440533934152,2.17430880746051,0.800735026311794,0.0294817022743419,0.546560230754636,0.0212828668687913,1649.18022297803,0.0526221844665906,7800.68498601896,13
"244","scenario1217","1217",25,35,5,25,10,0.0404315564025359,-0.939276021187801,2.38016705994698,2.16828688498607,0.79473173131559,0.0280079200362254,0.573055645750873,0.0200156415866391,1589.86925170933,0.0526334122024386,6889.32330357689,13
"245","scenario1218","1218",20,40,5,25,10,0.0404315564025359,-0.939276021187801,2.34592878055245,2.16226496251161,0.788728436319387,0.0265341377981088,0.599551060747111,0.0187550330367849,1530.55828044063,0.052644626441055,5977.96162113482,13
"246","scenario1219","1219",15,45,5,25,10,0.0404315564025359,-0.939276021187801,2.31169050115792,2.15624304003716,0.782725141323183,0.0250603555599923,0.626046475743348,0.0175009895309325,1471.24730917193,0.0562154355756712,5066.59993869276,13
"247","scenario122","122",25,5,60,5,5,-0.638905221127724,-1.38166105926446,1.70617897277169,2.03897951685366,0.728979523872967,0.0123912307750939,0.298428534929157,0.009573490545199,1076.52400258635,0.340209108879191,10498.9867479283,13
"248","scenario1220","1220",10,50,5,25,10,0.0404315564025359,-0.939276021187801,2.27745222176338,2.15022111756271,0.776721846326979,0.0235865733218758,0.652541890739587,0.016253459917756,1411.93633790322,0.0563557785848491,4155.23825625069,13
"249","scenario1221","1221",5,55,5,25,10,0.0404315564025359,-0.939276021187801,2.24321394236885,2.14419919508826,0.770718551330775,0.0221127910837592,0.679037305735824,0.0150123935759448,1352.62536663452,0.0564965934765678,3243.87657380862,13
"250","scenario1222","1222",50,5,10,25,10,0.048394742734,-1.10674714070511,2.69222707285684,2.19995883705174,0.824347476076151,0.0352400582684504,0.393652496157311,0.0263335659139542,1890.69991229427,0.0528422195882604,11905.200869462,13
"251","scenario1223","1223",45,10,10,25,10,0.048394742734,-1.10674714070511,2.6579887934623,2.19393691457729,0.818344181079947,0.0337662760303339,0.420147911153549,0.0250378661982005,1831.38894102557,0.05285386531333,10993.8391870199,13
"252","scenario1224","1224",40,15,10,25,10,0.048394742734,-1.10674714070511,2.62375051406777,2.18791499210284,0.812340886083744,0.0322924937922173,0.446643326149786,0.0237490122756409,1772.07796975686,0.0528655040167934,10082.4775045778,13
"253","scenario1225","1225",35,20,10,25,10,0.048394742734,-1.10674714070511,2.58951223467323,2.18189306962839,0.80633759108754,0.0308187115541008,0.473138741146024,0.0224669500348882,1712.76699848816,0.0528771345580147,9171.11582213577,13
"254","scenario1226","1226",30,25,10,25,10,0.048394742734,-1.10674714070511,2.5552739552787,2.17587114715394,0.800334296091336,0.0293449293159843,0.499634156142262,0.0211916259333421,1653.45602721946,0.0528887557482685,8259.7541396937,13
"255","scenario1227","1227",25,30,10,25,10,0.048394742734,-1.10674714070511,2.52103567588417,2.16984922467949,0.794331001095132,0.0278711470778677,0.5261295711385,0.0199229869897351,1594.14505595076,0.0529003664229775,7348.39245725164,13
"256","scenario1228","1228",20,35,10,25,10,0.048394742734,-1.10674714070511,2.48679739648963,2.16382730220504,0.788327706098929,0.0263973648397512,0.552624986134738,0.018660980776796,1534.83408468206,0.0529119653229376,6437.03077480957,13
"257","scenario1229","1229",15,40,10,25,10,0.048394742734,-1.10674714070511,2.4525591170951,2.15780537973059,0.782324411102725,0.0249235826016346,0.579120401130976,0.0174055554140272,1475.52311341335,0.0529235511739423,5525.6690923675,13
"258","scenario123","123",20,10,60,5,5,-0.638905221127724,-1.38166105926446,1.67194069337716,2.03295759437921,0.722976228876763,0.0109174485369773,0.324923949925395,0.00835557594375169,1017.21303131765,0.339623157872736,9587.62506548626,13
