"","scenario","scena1","prc.Grass_carp","prc.Common_carp","prc.Pike_perch","prc.Roach","prc.Tench","EE.Roach_juv","EE.Tench_juv","EE.Macroinvertebrate","EE.Zooplancton","EE.Macrophyte","EE.Phytoplancton","Feed","EE.Detritus","RDT","FCI","Profitability","n"
"24","scenario1019","1019",10,30,40,10,10,0.633816630709151,-1.73788547438542,1.64066615047017,2.05362527091583,0.729177991003602,0.0123132629346111,0.468198025041394,0.00879754516056863,1005.04329431669,0.0576042756529718,6248.93104276358,13
"25","scenario102","102",35,10,45,5,5,-0.492393729952325,-1.06737605083109,1.35204968374921,2.04633634272228,0.742188304526749,0.0157491141263999,0.386215928773802,0.0123336456874736,1182.31853239947,0.337555631498488,10944.5026517882,13
"26","scenario1020","1020",5,35,40,10,10,0.633816630709151,-1.73788547438542,1.60642787107564,2.04760334844138,0.723174696007398,0.0108394806964945,0.494693440037632,0.00758794170880782,945.732323047983,0.0577653060667553,5337.56936032151,13
"27","scenario1021","1021",30,5,45,10,10,0.696171223679633,-1.90535659390274,1.91848788398549,2.07927530050705,0.752790440767959,0.0180716189287196,0.31529029044407,0.0135986712989056,1246.56298363292,0.0572478418194796,10353.4469262066,13
"28","scenario1022","1022",25,10,45,10,10,0.696171223679633,-1.90535659390274,1.88424960459096,2.0732533780326,0.746787145771755,0.016597836690603,0.341785705440307,0.0123624953424767,1187.25201236422,0.0574064131336213,9442.08524376453,13
"29","scenario1023","1023",20,15,45,10,10,0.696171223679633,-1.90535659390274,1.85001132519642,2.06723145555815,0.740783850775551,0.0151240544524865,0.368281120436545,0.0111327175442381,1127.94104109552,0.0575657472498173,8530.72356132246,13
"30","scenario1024","1024",15,20,45,10,10,0.696171223679633,-1.90535659390274,1.81577304580189,2.0612095330837,0.734780555779348,0.01365027221437,0.394776535432783,0.00990928835934603,1068.63006982681,0.05772585008138,7619.36187888039,13
"31","scenario1025","1025",10,25,45,10,10,0.696171223679633,-1.90535659390274,1.78153476640735,2.05518761060925,0.728777260783144,0.0121764899762534,0.421271950429021,0.00869215875318117,1009.31909855811,0.0578867274265227,6708.00019643833,13
"32","scenario1026","1026",5,30,45,10,10,0.696171223679633,-1.90535659390274,1.74729648701282,2.0491656881348,0.72277396578694,0.0107027077381369,0.447767365425259,0.00748128019479732,950.008127289411,0.058048385295249,5796.63851399626,13
"33","scenario1027","1027",25,5,50,10,10,0.758525816650116,-2.07282771342005,2.02511822052814,2.07481571772603,0.746386415551297,0.0164610637322454,0.294859630827934,0.0122607601477094,1191.52781660565,0.0576879827956891,9901.15439743928,13
"34","scenario1028","1028",20,10,50,10,10,0.758525816650116,-2.07282771342005,1.9908799411336,2.06879379525158,0.740383120555093,0.0149872814941288,0.321355045824172,0.0110296602111656,1132.21684533694,0.0578479382718901,8989.79271499721,13
"35","scenario1029","1029",15,15,50,10,10,0.758525816650116,-2.07282771342005,1.95664166173907,2.06277187277713,0.734379825558889,0.0135134992560123,0.34785046082041,0.00980492388732572,1072.90587406824,0.058008666052911,8078.43103255514,13
"36","scenario103","103",30,15,45,5,5,-0.492393729952325,-1.06737605083109,1.31781140435468,2.04031442024783,0.736185009530545,0.0142753318882834,0.412711343770039,0.0111070116122001,1123.00756113077,0.337283533700283,10033.1409693462,13
"37","scenario1030","1030",10,20,50,10,10,0.758525816650116,-2.07282771342005,1.92240338234454,2.05674995030268,0.728376530562686,0.0120397170178957,0.374345875816647,0.00858650196266907,1013.59490279954,0.0581701721326336,7167.06935011308,13
"38","scenario1031","1031",5,25,50,10,10,0.758525816650116,-2.07282771342005,1.88816510295,2.05072802782823,0.722373235566482,0.0105659347797792,0.400841290812886,0.0073743457298327,954.283931530838,0.0583324624560857,6255.70766767101,13
"39","scenario1032","1032",20,5,55,10,10,0.820880409620598,-2.24029883293736,2.13174855707079,2.07035613494501,0.739982390334635,0.0148505085357712,0.274428971211799,0.0109263367570942,1136.49264957837,0.0581311134044535,9448.86186867196,13
"40","scenario1033","1033",15,10,55,10,10,0.820880409620598,-2.24029883293736,2.09751027767625,2.06433421247056,0.733979095338431,0.0133767262976546,0.300924386208036,0.00970029061634825,1077.18167830967,0.0582924711596925,8537.50018622989,13
"41","scenario1034","1034",10,15,55,10,10,0.820880409620598,-2.24029883293736,2.06327199828172,2.05831228999611,0.727975800342228,0.0119029440595381,0.327419801204274,0.00848057374713891,1017.87070704097,0.0584546109106088,7626.13850378782,13
"42","scenario1035","1035",5,20,55,10,10,0.820880409620598,-2.24029883293736,2.02903371888718,2.05229036752166,0.721972505346024,0.0104291618214215,0.353915216200512,0.00726713726483352,958.559735772266,0.0586175387834243,6714.77682134575,13
"43","scenario1036","1036",15,5,60,10,10,0.88323500259108,-2.40776995245467,2.23837889361343,2.06589655216398,0.733578365117973,0.013239953339297,0.253998311595663,0.00959538750660507,1081.4574825511,0.058577266553099,8996.56933990464,13
"44","scenario1037","1037",10,10,60,10,10,0.88323500259108,-2.40776995245467,2.2041406142189,2.05987462968953,0.727575070121769,0.0117661711011804,0.280493726591901,0.00837437305933725,1022.14651128239,0.0587400450042358,8085.20765746257,13
"45","scenario1038","1038",5,15,60,10,10,0.88323500259108,-2.40776995245467,2.16990233482436,2.05385270721508,0.721571775125566,0.0102923888630639,0.306989141588139,0.00715965374533626,962.835540013693,0.058903615404146,7173.8459750205,13
"46","scenario1039","1039",10,5,65,10,10,0.945589595561562,-2.57524107197199,2.34500923015608,2.06143696938296,0.727174339901311,0.0116293981428228,0.233567651979528,0.00826789884661618,1026.42231552382,0.0548053526271798,8544.27681113732,13
"47","scenario104","104",25,20,45,5,5,-0.492393729952325,-1.06737605083109,1.28357312496015,2.03429249777338,0.730181714534341,0.0128015496501669,0.439206758766277,0.0098866941575768,1063.69658986207,0.336958922018896,9121.77928690409,13
"48","scenario1040","1040",5,10,65,10,10,0.945589595561562,-2.57524107197199,2.31077095076155,2.05541504690851,0.721171044905108,0.0101556159047062,0.260063066975766,0.00705189411145983,967.11134425512,0.0591906935550088,7632.91512869525,13
"49","scenario1041","1041",5,5,70,10,10,1.00794418853204,-2.7427121914893,2.45163956669873,2.05697738660194,0.720770314684649,0.0100188429463486,0.213136992363392,0.00694385729787062,971.387148496548,0.0551123480088852,8091.98428237,13
"50","scenario1042","1042",65,5,5,15,10,0.0723536770809789,-0.690150432238759,1.57216237320094,2.14477411511442,0.812932262098441,0.0329209114886503,0.457184763506584,0.0255177338600696,1773.14123967459,0.0542620636315082,13433.6892369732,13
"51","scenario1043","1043",60,10,5,15,10,0.0723536770809789,-0.690150432238759,1.5379240938064,2.13875219263997,0.806928967102237,0.0314471292505338,0.483680178502822,0.0242323820564136,1713.83026840589,0.0544064272716546,12522.3275545311,13
"52","scenario1044","1044",55,15,5,15,10,0.0723536770809789,-0.690150432238759,1.50368581441187,2.13273027016552,0.800925672106033,0.0299733470124172,0.51017559349906,0.0229537785039138,1654.51929713719,0.0545514124079355,11610.9658720891,13
"53","scenario1045","1045",50,20,5,15,10,0.0723536770809789,-0.690150432238759,1.46944753501733,2.12670834769107,0.794922377109829,0.0284995647743007,0.536671008495297,0.0216818701980182,1595.20832586849,0.0546970226667486,10699.604189647,13
"54","scenario1046","1046",45,25,5,15,10,0.0723536770809789,-0.690150432238759,1.4352092556228,2.12068642521662,0.788919082113625,0.0270257825361842,0.563166423491535,0.0204166046878287,1535.89735459978,0.0548432615845016,9788.24250720494,13
"55","scenario1047","1047",40,30,5,15,10,0.0723536770809789,-0.690150432238759,1.40097097622827,2.11466450274217,0.782915787117422,0.0255520002980676,0.589661838487773,0.0191579300688907,1476.58638333108,0.0549901327907857,8876.88082476287,13
"56","scenario1048","1048",35,35,5,15,10,0.0723536770809789,-0.690150432238759,1.36673269683373,2.10864258026771,0.776912492121218,0.0240782180599511,0.616157253484011,0.0179057949760956,1417.27541206238,0.0551376398695731,7965.5191423208,13
"57","scenario1049","1049",30,40,5,15,10,0.0723536770809789,-0.690150432238759,1.3324944174392,2.10262065779327,0.770909197125014,0.0226044358218346,0.642652668480249,0.0166601485766935,1357.96444079368,0.0552857864822263,7054.15745987873,13
"58","scenario105","105",20,25,45,5,5,-0.492393729952325,-1.06737605083109,1.24933484556561,2.02827057529893,0.724178419538137,0.0113277674120503,0.465702173762515,0.00867264465722288,1004.38561859337,0.336575053506826,8210.41760446202,13
"59","scenario1050","1050",25,45,5,15,10,0.0723536770809789,-0.690150432238759,1.29825613804466,2.09659873531881,0.76490590212881,0.021130653583718,0.669148083476486,0.0154209405634139,1298.65346952498,0.0554345762033788,6142.79577743667,13
