Species;Nb_Stk ;Wi_Stk;WT_Stk;Stocking_Tot;Prc_Stk;Nb_F ; Wf_F;WT_F;Prc_F;Duration;SGR;Mortality;Rdt.net ;Price.U;Profi;Z;Nb.mean;W.mean;B.g;B.g.m2; DW_rate;B_DW;BA.g;P/B;Bacc.g.m2;Baacc_DW;C/B;DetInput;scenario;sp_scn;prc_scn
Feed;;;;;;;;;;84;;;;;;;;;;;0.89;;;;;;;0;;;0
