scenario;scena1;prc.Striped_catfish;prc.Silver_Carp;prc.Clarias_macrocephalus;prc.Common_carp;EE.Macroinvertebrate;EE.Zooplancton;EE.Phytoplancton;EE.Feed;EE.Detritus;RDT;FCI;Profitability;n
scenario1;1;94;2;2;2;0.376980452;0.622290931;0.550356455;1.052824597;0.330909567;5516.845502;0.147494143;4414.431889;9
scenario10;10;76;20;2;2;0.372490923;0.626876028;0.564846923;1.054579411;0.344459339;4708.345049;0.151044807;3940.990301;9
scenario100;100;78;14;6;2;0.402869574;0.633950633;0.560624612;1.054344436;0.343552589;4871.292556;0.149932283;4103.266107;9
scenario1000;1000;18;16;64;2;0.821161796;0.75920315;0.571048411;1.08410795;0.408708543;3236.445841;0.152112603;4115.359671;9
scenario10000;10000;50;24;2;24;0.423886848;0.647326204;0.56789076;1.212567279;0.365738482;3697.481253;0.153983007;3492.585517;9
scenario10001;10001;48;26;2;24;0.423388011;0.647835659;0.569500812;1.219531941;0.367470336;3607.64787;0.154406015;3439.980896;9
scenario10002;10002;46;28;2;24;0.422889175;0.648345114;0.571110864;1.227102227;0.369217072;3517.814486;0.154831307;3387.376275;9
scenario10003;10003;44;30;2;24;0.422390338;0.64885457;0.572720916;1.23536072;0.370978883;3427.981103;0.155258902;3334.771654;9
scenario10004;10004;42;32;2;24;0.421891502;0.649364025;0.574330968;1.244405736;0.372755966;3338.147719;0.155688817;3282.167033;9
scenario10005;10005;40;34;2;24;0.421392665;0.64987348;0.57594102;1.254355254;0.374548519;3248.314335;0.15612107;3229.562412;9
scenario10006;10006;38;36;2;24;0.420893828;0.650382935;0.577551073;1.265352089;0.376356746;3158.480952;0.156555679;3176.957791;9
scenario10007;10007;36;38;2;24;0.420394992;0.650892391;0.579161125;1.277570795;0.378180853;3068.647568;0.156992664;3124.35317;9
scenario10008;10008;34;40;2;24;0.419896155;0.651401846;0.580771177;1.291226996;0.380021051;2978.814184;0.157432043;3071.748549;9
scenario10009;10009;32;42;2;24;0.419397319;0.651911301;0.582381229;1.306590222;0.381877552;2888.980801;0.157873834;3019.143928;9
scenario1001;1001;16;18;64;2;0.820662959;0.759712605;0.572658463;1.088944521;0.410833417;3146.612458;0.152553588;4062.75505;9
scenario10010;10010;30;44;2;24;0.418898482;0.652420756;0.583991281;1.324001878;0.383750575;2799.147417;0.158318057;2966.539307;9
scenario10011;10011;28;46;2;24;0.418399646;0.652930211;0.585601333;1.343900913;0.385640341;2709.314033;0.158764731;2913.934686;9
scenario10012;10012;26;48;2;24;0.417900809;0.653439667;0.587211385;1.366861339;0.387547076;2619.48065;0.159213875;2861.330065;9
scenario10013;10013;24;50;2;24;0.417401972;0.653949122;0.588821437;1.393648502;0.389471009;2529.647266;0.159665509;2808.725445;9
scenario10014;10014;22;52;2;24;0.416903136;0.654458577;0.590431489;1.425306058;0.391412374;2439.813882;0.160119654;2756.120824;9
scenario10015;10015;20;54;2;24;0.416404299;0.654968032;0.592041541;1.463295126;0.39337141;2349.980499;0.160576328;2703.516203;9
scenario10016;10016;18;56;2;24;0.415905463;0.655477488;0.593651593;1.509726209;0.395348357;2260.147115;0.161035553;2650.911582;9
scenario10017;10017;16;58;2;24;0.415406626;0.655986943;0.595261645;1.567765062;0.397343464;2170.313731;0.161497349;2598.306961;9
scenario10018;10018;14;60;2;24;0.414907789;0.656496398;0.596871697;1.642386445;0.399356982;2080.480348;0.161961736;2545.70234;9
scenario10019;10019;12;62;2;24;0.414408953;0.657005853;0.598481749;1.741881622;0.401389166;1990.646964;0.162428735;2493.097719;9
scenario1002;1002;14;20;64;2;0.820164123;0.76022206;0.574268515;1.09516297;0.412978555;3056.779074;0.152997085;4010.150429;9
scenario10020;10020;10;64;2;24;0.413910116;0.657515308;0.600091801;1.881174871;0.403440277;1900.813581;0.162898368;2440.493098;9
scenario10021;10021;8;66;2;24;0.41341128;0.658024764;0.601701853;2.090114743;0.405510581;1810.980197;0.163370656;2387.888477;9
scenario10022;10022;6;68;2;24;0.412912443;0.658534219;0.603311905;2.438347864;0.407600349;1721.146813;0.163845621;2335.283856;9
scenario10023;10023;4;70;2;24;0.412413606;0.659043674;0.604921957;3.134814105;0.409709857;1631.31343;0.164323283;2282.679235;9
scenario10024;10024;2;72;2;24;0.41191477;0.659553129;0.606532009;5.224212828;0.411839384;1541.480046;0.164803667;2230.074614;9
scenario10025;10025;70;2;4;24;0.443815122;0.646023681;0.55048411;1.164809594;0.34952875;4632.372152;0.149518417;4073.467319;9
scenario10026;10026;68;4;4;24;0.443316285;0.646533137;0.552094162;1.168321188;0.351124102;4542.538768;0.14991855;4020.862698;9
scenario10027;10027;66;6;4;24;0.442817448;0.647042592;0.553704214;1.172045607;0.352732607;4452.705385;0.150320793;3968.258077;9
scenario10028;10028;64;8;4;24;0.442318612;0.647552047;0.555314266;1.176002801;0.354354429;4362.872001;0.150725165;3915.653456;9
scenario10029;10029;62;10;4;24;0.441819775;0.648061502;0.556924318;1.180215299;0.355989735;4273.038617;0.151131679;3863.048835;9
scenario1003;1003;12;22;64;2;0.819665286;0.760731515;0.575878567;1.103454235;0.415144248;2966.94569;0.153443112;3957.545808;9
scenario10030;10030;60;12;4;24;0.441320939;0.648570958;0.55853437;1.184708629;0.357638692;4183.205234;0.151540354;3810.444214;9
scenario10031;10031;58;14;4;24;0.440822102;0.649080413;0.560144422;1.189511845;0.359301472;4093.37185;0.151951206;3757.839593;9
scenario10032;10032;56;16;4;24;0.440323265;0.649589868;0.561754474;1.194658147;0.36097825;4003.538466;0.15236425;3705.234972;9
scenario10033;10033;54;18;4;24;0.439824429;0.650099323;0.563364526;1.200185657;0.362669204;3913.705083;0.152779505;3652.630351;9
scenario10034;10034;52;20;4;24;0.439325592;0.650608778;0.564974578;1.20613836;0.364374514;3823.871699;0.153196986;3600.02573;9
scenario10035;10035;50;22;4;24;0.438826756;0.651118234;0.56658463;1.212567279;0.366094364;3734.038315;0.153616712;3547.421109;9
scenario10036;10036;48;24;4;24;0.438327919;0.651627689;0.568194683;1.219531941;0.36782894;3644.204932;0.1540387;3494.816488;9
scenario10037;10037;46;26;4;24;0.437829082;0.652137144;0.569804735;1.227102227;0.369578433;3554.371548;0.154462967;3442.211868;9
scenario10038;10038;44;28;4;24;0.437330246;0.652646599;0.571414787;1.23536072;0.371343035;3464.538164;0.154889531;3389.607247;9
scenario10039;10039;42;30;4;24;0.436831409;0.653156055;0.573024839;1.244405736;0.373122943;3374.704781;0.15531841;3337.002626;9
scenario1004;1004;10;24;64;2;0.81916645;0.761240971;0.577488619;1.115062005;0.417330792;2877.112307;0.153891692;3904.941187;9
scenario10040;10040;40;32;4;24;0.436332573;0.65366551;0.574634891;1.254355254;0.374918358;3284.871397;0.155749622;3284.398005;9
scenario10041;10041;38;34;4;24;0.435833736;0.654174965;0.576244943;1.265352089;0.376729482;3195.038013;0.156183185;3231.793384;9
scenario10042;10042;36;36;4;24;0.435334899;0.65468442;0.577854995;1.277570795;0.378556523;3105.20463;0.156619117;3179.188763;9
scenario10043;10043;34;38;4;24;0.434836063;0.655193875;0.579465047;1.291226996;0.380399691;3015.371246;0.157057438;3126.584142;9
scenario10044;10044;32;40;4;24;0.434337226;0.655703331;0.581075099;1.306590222;0.382259202;2925.537862;0.157498166;3073.979521;9
scenario10045;10045;30;42;4;24;0.43383839;0.656212786;0.582685151;1.324001878;0.384135273;2835.704479;0.157941321;3021.3749;9
scenario10046;10046;28;44;4;24;0.433339553;0.656722241;0.584295203;1.343900913;0.386028127;2745.871095;0.158386921;2968.770279;9
scenario10047;10047;26;46;4;24;0.432840716;0.657231696;0.585905255;1.366861339;0.387937989;2656.037712;0.158834985;2916.165658;9
scenario10048;10048;24;48;4;24;0.43234188;0.657741152;0.587515307;1.393648502;0.389865091;2566.204328;0.159285534;2863.561037;9
scenario10049;10049;22;50;4;24;0.431843043;0.658250607;0.589125359;1.425306058;0.391809666;2476.370944;0.159738587;2810.956416;9
scenario1005;1005;8;26;64;2;0.818667613;0.761750426;0.579098672;1.132473661;0.41953849;2787.278923;0.154342844;3852.336566;9
scenario10050;10050;20;52;4;24;0.431344207;0.658760062;0.590735411;1.463295126;0.393771953;2386.537561;0.160194165;2758.351795;9
scenario10051;10051;18;54;4;24;0.43084537;0.659269517;0.592345463;1.509726209;0.395752196;2296.704177;0.160652287;2705.747175;9
scenario10052;10052;16;56;4;24;0.430346533;0.659778972;0.593955515;1.567765062;0.397750642;2206.870793;0.161112974;2653.142554;9
scenario10053;10053;14;58;4;24;0.429847697;0.660288428;0.595565567;1.642386445;0.399767542;2117.03741;0.161576247;2600.537933;9
scenario10054;10054;12;60;4;24;0.42934886;0.660797883;0.597175619;1.741881622;0.401803155;2027.204026;0.162042126;2547.933312;9
scenario10055;10055;10;62;4;24;0.428850024;0.661307338;0.598785672;1.881174871;0.403857741;1937.370642;0.162510633;2495.328691;9
scenario10056;10056;8;64;4;24;0.428351187;0.661816793;0.600395724;2.090114743;0.405931568;1847.537259;0.162981789;2442.72407;9
scenario10057;10057;6;66;4;24;0.42785235;0.662326249;0.602005776;2.438347864;0.408024906;1757.703875;0.163455615;2390.119449;9
scenario10058;10058;4;68;4;24;0.427353514;0.662835704;0.603615828;3.134814105;0.410138032;1667.870491;0.163932134;2337.514828;9
scenario10059;10059;2;70;4;24;0.426854677;0.663345159;0.60522588;5.224212828;0.412271229;1578.037108;0.164411366;2284.910207;9
scenario1006;1006;6;28;64;2;0.818168776;0.762259881;0.580708724;1.161493088;0.421767651;2697.445539;0.154796591;3799.731945;9
scenario10060;10060;68;2;6;24;0.458256193;0.650325166;0.550788032;1.168321188;0.351457353;4579.09583;0.149561925;4075.69829;9
scenario10061;10061;66;4;6;24;0.457757356;0.650834622;0.552398084;1.172045607;0.353068306;4489.262446;0.149963197;4023.09367;9
scenario10062;10062;64;6;6;24;0.457258519;0.651344077;0.554008136;1.176002801;0.354692605;4399.429063;0.150366591;3970.489049;9
scenario10063;10063;62;8;6;24;0.456759683;0.651853532;0.555618188;1.180215299;0.356330417;4309.595679;0.150772124;3917.884428;9
scenario10064;10064;60;10;6;24;0.456260846;0.652362987;0.55722824;1.184708629;0.357981911;4219.762295;0.151179812;3865.279807;9
scenario10065;10065;58;12;6;24;0.45576201;0.652872442;0.558838293;1.189511845;0.359647259;4129.928912;0.151589672;3812.675186;9
scenario10066;10066;56;14;6;24;0.455263173;0.653381898;0.560448345;1.194658147;0.361326636;4040.095528;0.15200172;3760.070565;9
scenario10067;10067;54;16;6;24;0.454764336;0.653891353;0.562058397;1.200185657;0.36302022;3950.262144;0.152415973;3707.465944;9
scenario10068;10068;52;18;6;24;0.4542655;0.654400808;0.563668449;1.20613836;0.364728192;3860.428761;0.152832448;3654.861323;9
scenario10069;10069;50;20;6;24;0.453766663;0.654910263;0.565278501;1.212567279;0.366450737;3770.595377;0.153251162;3602.256702;9
scenario1007;1007;4;30;64;2;0.81766994;0.762769336;0.582318776;1.219531941;0.424018589;2607.612156;0.155252954;3747.127324;9
scenario10070;10070;48;22;6;24;0.453267827;0.655419719;0.566888553;1.219531941;0.368188042;3680.761994;0.153672133;3549.652081;9
scenario10071;10071;46;24;6;24;0.45276899;0.655929174;0.568498605;1.227102227;0.369940296;3590.92861;0.154095377;3497.04746;9
scenario10072;10072;44;26;6;24;0.452270153;0.656438629;0.570108657;1.23536072;0.371707695;3501.095226;0.154520914;3444.442839;9
scenario10073;10073;42;28;6;24;0.451771317;0.656948084;0.571718709;1.244405736;0.373490435;3411.261843;0.15494876;3391.838218;9
scenario10074;10074;40;30;6;24;0.45127248;0.657457539;0.573328761;1.254355254;0.375288717;3321.428459;0.155378934;3339.233598;9
scenario10075;10075;38;32;6;24;0.450773644;0.657966995;0.574938813;1.265352089;0.377102745;3231.595075;0.155811453;3286.628977;9
scenario10076;10076;36;34;6;24;0.450274807;0.65847645;0.576548865;1.277570795;0.378932726;3141.761692;0.156246337;3234.024356;9
scenario10077;10077;34;36;6;24;0.44977597;0.658985905;0.578158917;1.291226996;0.380778873;3051.928308;0.156683604;3181.419735;9
scenario10078;10078;32;38;6;24;0.449277134;0.65949536;0.579768969;1.306590222;0.3826414;2962.094924;0.157123272;3128.815114;9
scenario10079;10079;30;40;6;24;0.448778297;0.660004816;0.581379021;1.324001878;0.384520526;2872.261541;0.157565361;3076.210493;9
scenario1008;1008;2;32;64;2;0.817171103;0.763278791;0.583928828;1.393648502;0.426291624;2517.778772;0.155711954;3694.522703;9
scenario10080;10080;28;42;6;24;0.448279461;0.660514271;0.582989073;1.343900913;0.386416474;2782.428157;0.158009891;3023.605872;9
scenario10081;10081;26;44;6;24;0.447780624;0.661023726;0.584599125;1.366861339;0.388329471;2692.594773;0.158456879;2971.001251;9
scenario10082;10082;24;46;6;24;0.447281787;0.661533181;0.586209177;1.393648502;0.390259748;2602.76139;0.158906346;2918.39663;9
scenario10083;10083;22;48;6;24;0.446782951;0.662042636;0.58781923;1.425306058;0.39220754;2512.928006;0.159358312;2865.792009;9
scenario10084;10084;20;50;6;24;0.446284114;0.662552092;0.589429282;1.463295126;0.394173087;2423.094622;0.159812796;2813.187388;9
scenario10085;10085;18;52;6;24;0.445785278;0.663061547;0.591039334;1.509726209;0.396156632;2333.261239;0.160269819;2760.582767;9
scenario10086;10086;16;54;6;24;0.445286441;0.663571002;0.592649386;1.567765062;0.398158424;2243.427855;0.160729401;2707.978146;9
scenario10087;10087;14;56;6;24;0.444787604;0.664080457;0.594259438;1.642386445;0.400178717;2153.594472;0.161191563;2655.373525;9
scenario10088;10088;12;58;6;24;0.444288768;0.664589913;0.59586949;1.741881622;0.402217766;2063.761088;0.161656326;2602.768905;9
scenario10089;10089;10;60;6;24;0.443789931;0.665099368;0.597479542;1.881174871;0.404275836;1973.927704;0.16212371;2550.164284;9
scenario1009;1009;30;2;66;2;0.839094723;0.759938448;0.560081969;1.068630923;0.396775662;3812.003205;0.14916236;4485.822989;9
scenario10090;10090;8;62;6;24;0.443291095;0.665608823;0.599089594;2.090114743;0.406353193;1884.094321;0.162593737;2497.559663;9
scenario10091;10091;6;64;6;24;0.442792258;0.666118278;0.600699646;2.438347864;0.408450109;1794.260937;0.163066429;2444.955042;9
scenario10092;10092;4;66;6;24;0.442293421;0.666627733;0.602309698;3.134814105;0.410566863;1704.427553;0.163541807;2392.350421;9
scenario10093;10093;2;68;6;24;0.441794585;0.667137189;0.60391975;5.224212828;0.412703737;1614.59417;0.164019893;2339.7458;9
scenario10094;10094;66;2;8;24;0.472697264;0.654626651;0.551091955;1.172045607;0.353404454;4525.819508;0.149606317;4077.929262;9
scenario10095;10095;64;4;8;24;0.472198427;0.655136107;0.552702007;1.176002801;0.355031235;4435.986125;0.150008738;4025.324641;9
scenario10096;10096;62;6;8;24;0.47169959;0.655645562;0.554312059;1.180215299;0.356671558;4346.152741;0.150413292;3972.720021;9
scenario10097;10097;60;8;8;24;0.471200754;0.656155017;0.555922111;1.184708629;0.358325594;4256.319357;0.150819997;3920.1154;9
scenario10098;10098;58;10;8;24;0.470701917;0.656664472;0.557532163;1.189511845;0.359993515;4166.485974;0.151228868;3867.510779;9
scenario10099;10099;56;12;8;24;0.470203081;0.657173927;0.559142215;1.194658147;0.361675496;4076.65259;0.151639922;3814.906158;9
scenario101;101;76;16;6;2;0.402370738;0.634460088;0.562234664;1.054579411;0.34511162;4781.459173;0.150333159;4050.661487;9
scenario1010;1010;28;4;66;2;0.838595887;0.760447903;0.561692021;1.070289176;0.398788152;3722.169821;0.149587716;4433.218368;9
scenario10100;10100;54;14;8;24;0.469704244;0.657683383;0.560752267;1.200185657;0.363371716;3986.819206;0.152053177;3762.301537;9
scenario10101;10101;52;16;8;24;0.469205407;0.658192838;0.562362319;1.20613836;0.365082356;3896.985823;0.152468648;3709.696916;9
scenario10102;10102;50;18;8;24;0.468706571;0.658702293;0.563972371;1.212567279;0.366807602;3807.152439;0.152886354;3657.092295;9
scenario10103;10103;48;20;8;24;0.468207734;0.659211748;0.565582423;1.219531941;0.368547641;3717.319055;0.15330631;3604.487674;9
scenario10104;10104;46;22;8;24;0.467708898;0.659721203;0.567192475;1.227102227;0.370302664;3627.485672;0.153728536;3551.883053;9
scenario10105;10105;44;24;8;24;0.467210061;0.660230659;0.568802527;1.23536072;0.372072866;3537.652288;0.154153048;3499.278432;9
scenario10106;10106;42;26;8;24;0.466711224;0.660740114;0.570412579;1.244405736;0.373858444;3447.818904;0.154579865;3446.673811;9
scenario10107;10107;40;28;8;24;0.466212388;0.661249569;0.572022631;1.254355254;0.375659599;3357.985521;0.155009004;3394.06919;9
scenario10108;10108;38;30;8;24;0.465713551;0.661759024;0.573632683;1.265352089;0.377476537;3268.152137;0.155440483;3341.464569;9
scenario10109;10109;36;32;8;24;0.465214715;0.66226848;0.575242735;1.277570795;0.379309465;3178.318754;0.155874322;3288.859948;9
scenario1011;1011;26;6;66;2;0.83809705;0.760957359;0.563302073;1.072202544;0.400819313;3632.336438;0.150015458;4380.613747;9
scenario10110;10110;34;34;8;24;0.464715878;0.662777935;0.576852787;1.291226996;0.381158597;3088.48537;0.156310538;3236.255328;9
scenario10111;10111;32;36;8;24;0.464217041;0.66328739;0.57846284;1.306590222;0.383024146;2998.651986;0.15674915;3183.650707;9
scenario10112;10112;30;38;8;24;0.463718205;0.663796845;0.580072892;1.324001878;0.384906334;2908.818603;0.157190177;3131.046086;9
scenario10113;10113;28;40;8;24;0.463219368;0.6643063;0.581682944;1.343900913;0.386805383;2818.985219;0.157633639;3078.441465;9
scenario10114;10114;26;42;8;24;0.462720532;0.664815756;0.583292996;1.366861339;0.388721522;2729.151835;0.158079555;3025.836844;9
scenario10115;10115;24;44;8;24;0.462221695;0.665325211;0.584903048;1.393648502;0.390654982;2639.318452;0.158527943;2973.232223;9
scenario10116;10116;22;46;8;24;0.461722858;0.665834666;0.5865131;1.425306058;0.392605998;2549.485068;0.158978825;2920.627602;9
scenario10117;10117;20;48;8;24;0.461224022;0.666344121;0.588123152;1.463295126;0.394574812;2459.651684;0.159432219;2868.022981;9
scenario10118;10118;18;50;8;24;0.460725185;0.666853577;0.589733204;1.509726209;0.396561668;2369.818301;0.159888147;2815.41836;9
scenario10119;10119;16;52;8;24;0.460226349;0.667363032;0.591343256;1.567765062;0.398566814;2279.984917;0.160346628;2762.813739;9
scenario1012;1012;24;8;66;2;0.837598213;0.761466814;0.564912125;1.074434808;0.402869408;3542.503054;0.150445605;4328.009126;9
scenario10120;10120;14;54;8;24;0.459727512;0.667872487;0.592953308;1.642386445;0.400590506;2190.151533;0.160807683;2710.209118;9
scenario10121;10121;12;56;8;24;0.459228675;0.668381942;0.59456336;1.741881622;0.402633;2100.31815;0.161271332;2657.604497;9
scenario10122;10122;10;58;8;24;0.458729839;0.668891397;0.596173412;1.881174871;0.404694561;2010.484766;0.161737598;2604.999876;9
scenario10123;10123;8;60;8;24;0.458231002;0.669400853;0.597783464;2.090114743;0.406775457;1920.651382;0.1622065;2552.395256;9
scenario10124;10124;6;62;8;24;0.457732166;0.669910308;0.599393516;2.438347864;0.40887596;1830.817999;0.162678061;2499.790635;9
scenario10125;10125;4;64;8;24;0.457233329;0.670419763;0.601003568;3.134814105;0.41099635;1740.984615;0.163152302;2447.186014;9
scenario10126;10126;2;66;8;24;0.456734492;0.670929218;0.60261362;5.224212828;0.41313691;1651.151232;0.163629245;2394.581393;9
scenario10127;10127;64;2;10;24;0.487138335;0.658928136;0.551395877;1.176002801;0.355370318;4472.543186;0.149651604;4080.160234;9
scenario10128;10128;62;4;10;24;0.486639498;0.659437591;0.553005929;1.180215299;0.357013159;4382.709803;0.150055183;4027.555613;9
scenario10129;10129;60;6;10;24;0.486140661;0.659947047;0.554615981;1.184708629;0.358669742;4292.876419;0.150460907;3974.950992;9
scenario1013;1013;22;10;66;2;0.837099377;0.761976269;0.566522177;1.077072938;0.404938701;3452.66967;0.150878179;4275.404505;9
scenario10130;10130;58;8;10;24;0.485641825;0.660456502;0.556226033;1.189511845;0.360340241;4203.043036;0.150868792;3922.346371;9
scenario10131;10131;56;10;10;24;0.485142988;0.660965957;0.557836085;1.194658147;0.362024831;4113.209652;0.151278856;3869.741751;9
scenario10132;10132;54;12;10;24;0.484644152;0.661475412;0.559446137;1.200185657;0.363723693;4023.376268;0.151691115;3817.13713;9
scenario10133;10133;52;14;10;24;0.484145315;0.661984868;0.561056189;1.20613836;0.365437007;3933.542885;0.152105586;3764.532509;9
scenario10134;10134;50;16;10;24;0.483646478;0.662494323;0.562666241;1.212567279;0.36716496;3843.709501;0.152522286;3711.927888;9
scenario10135;10135;48;18;10;24;0.483147642;0.663003778;0.564276293;1.219531941;0.368907739;3753.876117;0.152941232;3659.323267;9
scenario10136;10136;46;20;10;24;0.482648805;0.663513233;0.565886345;1.227102227;0.370665536;3664.042734;0.153362442;3606.718646;9
scenario10137;10137;44;22;10;24;0.482149969;0.664022688;0.567496397;1.23536072;0.372438547;3574.20935;0.153785933;3554.114025;9
scenario10138;10138;42;24;10;24;0.481651132;0.664532144;0.56910645;1.244405736;0.374226969;3484.375966;0.154211724;3501.509404;9
scenario10139;10139;40;26;10;24;0.481152295;0.665041599;0.570716502;1.254355254;0.376031005;3394.542583;0.154639831;3448.904783;9
scenario1014;1014;20;12;66;2;0.83660054;0.762485724;0.568132229;1.080238693;0.407027464;3362.836287;0.151313197;4222.799885;9
scenario10140;10140;38;28;10;24;0.480653459;0.665551054;0.572326554;1.265352089;0.377850859;3304.709199;0.155070274;3396.300162;9
scenario10141;10141;36;30;10;24;0.480154622;0.666060509;0.573936606;1.277570795;0.379686741;3214.875815;0.15550307;3343.695541;9
scenario10142;10142;34;32;10;24;0.479655786;0.666569964;0.575546658;1.291226996;0.381538863;3125.042432;0.155938239;3291.09092;9
scenario10143;10143;32;34;10;24;0.479156949;0.66707942;0.57715671;1.306590222;0.383407442;3035.209048;0.156375798;3238.486299;9
scenario10144;10144;30;36;10;24;0.478658112;0.667588875;0.578766762;1.324001878;0.385292699;2945.375664;0.156815767;3185.881678;9
scenario10145;10145;28;38;10;24;0.478159276;0.66809833;0.580376814;1.343900913;0.387194857;2855.542281;0.157258165;3133.277058;9
scenario10146;10146;26;40;10;24;0.477660439;0.668607785;0.581986866;1.366861339;0.389114144;2765.708897;0.157703011;3080.672437;9
scenario10147;10147;24;42;10;24;0.477161603;0.669117241;0.583596918;1.393648502;0.391050794;2675.875514;0.158150324;3028.067816;9
scenario10148;10148;22;44;10;24;0.476662766;0.669626696;0.58520697;1.425306058;0.393005042;2586.04213;0.158600125;2975.463195;9
scenario10149;10149;20;46;10;24;0.476163929;0.670136151;0.586817022;1.463295126;0.394977131;2496.208746;0.159052433;2922.858574;9
scenario1015;1015;18;14;66;2;0.836101704;0.762995179;0.569742282;1.08410795;0.409135973;3273.002903;0.15175068;4170.195264;9
scenario10150;10150;18;48;10;24;0.475665093;0.670645606;0.588427074;1.509726209;0.396967304;2406.375363;0.159507269;2870.253953;9
scenario10151;10151;16;50;10;24;0.475166256;0.671155061;0.590037126;1.567765062;0.398975813;2316.541979;0.159964652;2817.649332;9
scenario10152;10152;14;52;10;24;0.47466742;0.671664517;0.591647178;1.642386445;0.401002911;2226.708595;0.160424603;2765.044711;9
scenario10153;10153;12;54;10;24;0.474168583;0.672173972;0.59325723;1.741881622;0.403048858;2136.875212;0.160887144;2712.44009;9
scenario10154;10154;10;56;10;24;0.473669746;0.672683427;0.594867282;1.881174871;0.405113919;2047.041828;0.161352294;2659.835469;9
scenario10155;10155;8;58;10;24;0.47317091;0.673192882;0.596477334;2.090114743;0.407198362;1957.208444;0.161820075;2607.230848;9
scenario10156;10156;6;60;10;24;0.472672073;0.673702338;0.598087386;2.438347864;0.409302461;1867.375061;0.162290509;2554.626227;9
scenario10157;10157;4;62;10;24;0.472173237;0.674211793;0.599697439;3.134814105;0.411426495;1777.541677;0.162763617;2502.021606;9
scenario10158;10158;2;64;10;24;0.4716744;0.674721248;0.601307491;5.224212828;0.41357075;1687.708293;0.16323942;2449.416986;9
scenario10159;10159;62;2;12;24;0.501579406;0.663229621;0.551699799;1.180215299;0.35735522;4419.266865;0.149697794;4082.391206;9
scenario1016;1016;16;16;66;2;0.835602867;0.763504635;0.571352334;1.088944521;0.411264509;3183.169519;0.152190649;4117.590643;9
scenario10160;10160;60;4;12;24;0.501080569;0.663739076;0.553309851;1.184708629;0.359014356;4329.433481;0.15010254;4029.786585;9
scenario10161;10161;58;6;12;24;0.500581732;0.664248532;0.554919903;1.189511845;0.360687438;4239.600097;0.150509444;3977.181964;9
scenario10162;10162;56;8;12;24;0.500082896;0.664757987;0.556529955;1.194658147;0.362374644;4149.766714;0.15091852;3924.577343;9
scenario10163;10163;54;10;12;24;0.499584059;0.665267442;0.558140007;1.200185657;0.364076153;4059.93333;0.151329787;3871.972722;9
scenario10164;10164;52;12;12;24;0.499085223;0.665776897;0.55975006;1.20613836;0.365792147;3970.099946;0.15174326;3819.368101;9
scenario10165;10165;50;14;12;24;0.498586386;0.666286352;0.561360112;1.212567279;0.367522812;3880.266563;0.152158958;3766.763481;9
scenario10166;10166;48;16;12;24;0.498087549;0.666795808;0.562970164;1.219531941;0.369268337;3790.433179;0.152576897;3714.15886;9
scenario10167;10167;46;18;12;24;0.497588713;0.667305263;0.564580216;1.227102227;0.371028915;3700.599795;0.152997094;3661.554239;9
scenario10168;10168;44;20;12;24;0.497089876;0.667814718;0.566190268;1.23536072;0.372804741;3610.766412;0.153419568;3608.949618;9
scenario10169;10169;42;22;12;24;0.49659104;0.668324173;0.56780032;1.244405736;0.374596013;3520.933028;0.153844335;3556.344997;9
scenario1017;1017;14;18;66;2;0.83510403;0.76401409;0.572962386;1.09516297;0.41341336;3093.336136;0.152633122;4064.986022;9
scenario10170;10170;40;24;12;24;0.496092203;0.668833628;0.569410372;1.254355254;0.376402935;3431.099645;0.154271414;3503.740376;9
scenario10171;10171;38;26;12;24;0.495593366;0.669343084;0.571020424;1.265352089;0.378225712;3341.266261;0.154700823;3451.135755;9
scenario10172;10172;36;28;12;24;0.49509453;0.669852539;0.572630476;1.277570795;0.380064554;3251.432877;0.155132581;3398.531134;9
scenario10173;10173;34;30;12;24;0.494595693;0.670361994;0.574240528;1.291226996;0.381919674;3161.599494;0.155566705;3345.926513;9
scenario10174;10174;32;32;12;24;0.494096857;0.670871449;0.57585058;1.306590222;0.38379129;3071.76611;0.156003215;3293.321892;9
scenario10175;10175;30;34;12;24;0.49359802;0.671380905;0.577460632;1.324001878;0.385679622;2981.932726;0.156442129;3240.717271;9
scenario10176;10176;28;36;12;24;0.493099183;0.67189036;0.579070684;1.343900913;0.387584895;2892.099343;0.156883466;3188.11265;9
scenario10177;10177;26;38;12;24;0.492600347;0.672399815;0.580680736;1.366861339;0.389507338;2802.265959;0.157327246;3135.508029;9
scenario10178;10178;24;40;12;24;0.49210151;0.67290927;0.582290788;1.393648502;0.391447185;2712.432575;0.157773488;3082.903409;9
scenario10179;10179;22;42;12;24;0.491602674;0.673418725;0.58390084;1.425306058;0.393404673;2622.599192;0.158222212;3030.298788;9
scenario1018;1018;12;20;66;2;0.834605194;0.764523545;0.574572438;1.103454235;0.415582816;3003.502752;0.153078122;4012.381401;9
scenario10180;10180;20;44;12;24;0.491103837;0.673928181;0.585510892;1.463295126;0.395380043;2532.765808;0.158673437;2977.694167;9
scenario10181;10181;18;46;12;24;0.490605;0.674437636;0.587120944;1.509726209;0.397373542;2442.932424;0.159127184;2925.089546;9
scenario10182;10182;16;48;12;24;0.490106164;0.674947091;0.588730996;1.567765062;0.399385421;2353.099041;0.159583473;2872.484925;9
scenario10183;10183;14;50;12;24;0.489607327;0.675456546;0.590341049;1.642386445;0.401415934;2263.265657;0.160042324;2819.880304;9
