scenario;scena1;prc.Striped_catfish;prc.Silver_Carp;prc.Clarias_macrocephalus;prc.Common_carp;EE.Macroinvertebrate;EE.Zooplancton;EE.Phytoplancton;EE.Feed;EE.Detritus;RDT;FCI;Profitability;n
scenario6035;6035;8;14;66;12;0.859916976;0.771827573;0.56966216;1.567765062;0.419674577;2895.186072;0.152756407;4014.19729;9
scenario6036;6036;6;16;66;12;0.859418139;0.772337028;0.571272212;1.741881622;0.421896343;2805.352688;0.15320339;3961.592669;9
scenario6037;6037;4;18;66;12;0.858919303;0.772846483;0.572882264;2.090114743;0.424139734;2715.519305;0.15365294;3908.988048;9
scenario6038;6038;2;20;66;12;0.858420466;0.773355938;0.574492316;3.134814105;0.426405068;2625.685921;0.154105078;3856.383427;9
scenario6039;6039;18;2;68;12;0.877351066;0.773072326;0.56030577;1.277570795;0.409305513;3380.910052;0.150199301;4332.055987;9
scenario604;604;58;8;32;2;0.592100007;0.688341571;0.559745446;1.05742342;0.364314171;4448.200524;0.149368904;4290.082605;9
scenario6040;6040;16;4;68;12;0.87685223;0.773581781;0.561915822;1.306590222;0.411427336;3291.076668;0.150632755;4279.451366;9
scenario6041;6041;14;6;68;12;0.876353393;0.774091237;0.563525874;1.343900913;0.413569338;3201.243285;0.151068668;4226.846745;9
scenario6042;6042;12;8;68;12;0.875854557;0.774600692;0.565135926;1.393648502;0.415731807;3111.409901;0.15150706;4174.242124;9
scenario6043;6043;10;10;68;12;0.87535572;0.775110147;0.566745978;1.463295126;0.417915038;3021.576517;0.15194795;4121.637504;9
scenario6044;6044;8;12;68;12;0.874856883;0.775619602;0.56835603;1.567765062;0.420119332;2931.743134;0.152391359;4069.032883;9
scenario6045;6045;6;14;68;12;0.874358047;0.776129058;0.569966082;1.741881622;0.422344994;2841.90975;0.152837309;4016.428262;9
scenario6046;6046;4;16;68;12;0.87385921;0.776638513;0.571576134;2.090114743;0.424592337;2752.076367;0.153285819;3963.823641;9
scenario6047;6047;2;18;68;12;0.873360374;0.777147968;0.573186186;3.134814105;0.42686168;2662.242983;0.153736912;3911.21902;9
scenario6048;6048;16;2;70;12;0.891792137;0.777373811;0.560609692;1.306590222;0.41185769;3327.63373;0.15027255;4334.286959;9
scenario6049;6049;14;4;70;12;0.891293301;0.777883266;0.562219744;1.343900913;0.414003388;3237.800347;0.150707453;4281.682338;9
scenario605;605;56;10;32;2;0.59160117;0.688851026;0.561355498;1.057852278;0.366043057;4358.367141;0.149778801;4237.477984;9
scenario6050;6050;12;6;70;12;0.890794464;0.778392722;0.563829796;1.393648502;0.416169604;3147.966963;0.15114483;4229.077717;9
scenario6051;6051;10;8;70;12;0.890295627;0.778902177;0.565439848;1.463295126;0.418356634;3058.133579;0.1515847;4176.473096;9
scenario6052;6052;8;10;70;12;0.889796791;0.779411632;0.567049901;1.567765062;0.42056478;2968.300196;0.152027084;4123.868475;9
scenario6053;6053;6;12;70;12;0.889297954;0.779921087;0.568659953;1.741881622;0.422794349;2878.466812;0.152472003;4071.263854;9
scenario6054;6054;4;14;70;12;0.888799118;0.780430542;0.570270005;2.090114743;0.425045654;2788.633428;0.152919477;4018.659234;9
scenario6055;6055;2;16;70;12;0.888300281;0.780939998;0.571880057;3.134814105;0.427319015;2698.800045;0.153369528;3966.054613;9
scenario6056;6056;14;2;72;12;0.906233208;0.781675296;0.560913615;1.343900913;0.414438106;3274.357409;0.150346999;4336.517931;9
scenario6057;6057;12;4;72;12;0.905734372;0.782184751;0.562523667;1.393648502;0.416608078;3184.524025;0.150783364;4283.91331;9
scenario6058;6058;10;6;72;12;0.905235535;0.782694206;0.564133719;1.463295126;0.418798917;3094.690641;0.151222217;4231.308689;9
scenario6059;6059;8;8;72;12;0.904736698;0.783203662;0.565743771;1.567765062;0.421010925;3004.857258;0.151663579;4178.704068;9
scenario606;606;54;12;32;2;0.591102334;0.689360481;0.56296555;1.058312904;0.367786826;4268.533757;0.150190914;4184.873363;9
scenario6060;6060;6;10;72;12;0.904237862;0.783713117;0.567353823;1.741881622;0.42324441;2915.023874;0.15210747;4126.099447;9
scenario6061;6061;4;12;72;12;0.903739025;0.784222572;0.568963875;2.090114743;0.425499686;2825.19049;0.152553912;4073.494826;9
scenario6062;6062;2;14;72;12;0.903240189;0.784732027;0.570573927;3.134814105;0.427777075;2735.357107;0.153002925;4020.890205;9
scenario6063;6063;12;2;74;12;0.920674279;0.785976781;0.561217537;1.393648502;0.417047232;3221.081087;0.15042266;4338.748903;9
scenario6064;6064;10;4;74;12;0.920175443;0.786486236;0.562827589;1.463295126;0.419241888;3131.247703;0.1508605;4286.144282;9
scenario6065;6065;8;6;74;12;0.919676606;0.786995691;0.564437641;1.567765062;0.421457767;3041.414319;0.151300843;4233.539661;9
scenario6066;6066;6;8;74;12;0.919177769;0.787505147;0.566047693;1.741881622;0.423695178;2951.580936;0.15174371;4180.93504;9
scenario6067;6067;4;10;74;12;0.918678933;0.788014602;0.567657745;2.090114743;0.425954435;2861.747552;0.152189122;4128.330419;9
scenario6068;6068;2;12;74;12;0.918180096;0.788524057;0.569267797;3.134814105;0.428235862;2771.914168;0.1526371;4075.725798;9
scenario6069;6069;10;2;76;12;0.93511535;0.790278266;0.561521459;1.463295126;0.419685549;3167.804765;0.150499547;4340.979875;9
scenario607;607;52;14;32;2;0.590603497;0.689869936;0.564575602;1.058808963;0.369545673;4178.700373;0.150605261;4132.268742;9
scenario6070;6070;8;4;76;12;0.934616514;0.790787721;0.563131511;1.567765062;0.421905308;3077.971381;0.150938874;4288.375254;9
scenario6071;6071;6;6;76;12;0.934117677;0.791297176;0.564741563;1.741881622;0.424146654;2988.137998;0.151380721;4235.770633;9
scenario6072;6072;4;8;76;12;0.93361884;0.791806631;0.566351615;2.090114743;0.426409903;2898.304614;0.151825106;4183.166012;9
scenario6073;6073;2;10;76;12;0.933120004;0.792316087;0.567961667;3.134814105;0.428695377;2808.47123;0.152272053;4130.561391;9
scenario6074;6074;8;2;78;12;0.949556421;0.794579751;0.561825382;1.567765062;0.422353551;3114.528443;0.150577671;4343.210847;9
scenario6075;6075;6;4;78;12;0.949057585;0.795089206;0.563435434;1.741881622;0.424598842;3024.69506;0.1510185;4290.606226;9
scenario6076;6076;4;6;78;12;0.948558748;0.795598661;0.565045486;2.090114743;0.426866091;2934.861676;0.151461863;4238.001605;9
scenario6077;6077;2;8;78;12;0.948059911;0.796108116;0.566655538;3.134814105;0.429155623;2845.028292;0.151907781;4185.396984;9
scenario6078;6078;6;2;80;12;0.963997492;0.798881236;0.562129304;1.741881622;0.425051741;3061.252121;0.150657047;4345.441818;9
scenario6079;6079;4;4;80;12;0.963498656;0.799390691;0.563739356;2.090114743;0.427323001;2971.418738;0.15109939;4292.837198;9
scenario608;608;50;16;32;2;0.59010466;0.690379391;0.566185654;1.059344706;0.371319793;4088.86699;0.151021859;4079.664121;9
scenario6080;6080;2;6;80;12;0.962999819;0.799900146;0.565349408;3.134814105;0.4296166;2881.585354;0.151544284;4240.232577;9
scenario6081;6081;4;2;82;12;0.978438563;0.80318272;0.562433226;2.090114743;0.427780634;3007.9758;0.150737687;4347.67279;9
scenario6082;6082;2;4;82;12;0.977939727;0.803692176;0.564043278;3.134814105;0.430078312;2918.142416;0.151181559;4295.068169;9
scenario6083;6083;2;2;84;12;0.992879634;0.807484205;0.562737149;3.134814105;0.430540758;2954.699478;0.150819604;4349.903762;9
scenario6084;6084;82;2;2;14;0.405558779;0.632889803;0.550260309;1.104869816;0.339874177;5063.465305;0.148560091;4227.234321;9
scenario6085;6085;80;4;2;14;0.405059942;0.633399259;0.551870361;1.106356177;0.341397043;4973.631921;0.148953248;4174.6297;9
scenario6086;6086;78;6;2;14;0.404561105;0.633908714;0.553480413;1.107918762;0.342932199;4883.798537;0.149348459;4122.025079;9
scenario6087;6087;76;8;2;14;0.404062269;0.634418169;0.555090465;1.109563588;0.344479794;4793.965154;0.149745739;4069.420458;9
scenario6088;6088;74;10;2;14;0.403563432;0.634927624;0.556700517;1.111297323;0.346039979;4704.13177;0.150145104;4016.815837;9
scenario6089;6089;72;12;2;14;0.403064596;0.635437079;0.558310569;1.113127377;0.34761291;4614.298386;0.150546569;3964.211216;9
scenario609;609;48;18;32;2;0.589605824;0.690888847;0.567795706;1.059925095;0.373109386;3999.033606;0.151440727;4027.0595;9
scenario6090;6090;70;14;2;14;0.402565759;0.635946535;0.559920621;1.115062005;0.349198743;4524.465003;0.15095015;3911.606595;9
scenario6091;6091;68;16;2;14;0.402066922;0.63645599;0.561530674;1.117110435;0.350797637;4434.631619;0.151355864;3859.001974;9
scenario6092;6092;66;18;2;14;0.401568086;0.636965445;0.563140726;1.119283013;0.352409755;4344.798235;0.151763727;3806.397353;9
scenario6093;6093;64;20;2;14;0.401069249;0.6374749;0.564750778;1.121591376;0.35403526;4254.964852;0.152173755;3753.792732;9
scenario6094;6094;62;22;2;14;0.400570413;0.637984356;0.56636083;1.124048666;0.355674322;4165.131468;0.152585965;3701.188111;9
scenario6095;6095;60;24;2;14;0.400071576;0.638493811;0.567970882;1.126669776;0.357327109;4075.298085;0.153000373;3648.58349;9
scenario6096;6096;58;26;2;14;0.399572739;0.639003266;0.569580934;1.129471652;0.358993795;3985.464701;0.153416996;3595.978869;9
scenario6097;6097;56;28;2;14;0.399073903;0.639512721;0.571190986;1.132473661;0.360674557;3895.631317;0.153835852;3543.374249;9
scenario6098;6098;54;30;2;14;0.398575066;0.640022176;0.572801038;1.135698042;0.362369572;3805.797934;0.154256957;3490.769628;9
scenario6099;6099;52;32;2;14;0.39807623;0.640531632;0.57441109;1.139170452;0.364079024;3715.96455;0.154680329;3438.165007;9
scenario61;61;66;28;4;2;0.384936647;0.633215334;0.571591054;1.0559679;0.35276281;4295.735193;0.152729918;3732.802789;9
scenario610;610;46;20;32;2;0.589106987;0.691398302;0.569405758;1.060555952;0.374914656;3909.200222;0.151861882;3974.454879;9
scenario6100;6100;50;34;2;14;0.397577393;0.641041087;0.576021142;1.142920655;0.365803098;3626.131166;0.155105986;3385.560386;9
scenario6101;6101;48;36;2;14;0.397078556;0.641550542;0.577631194;1.146983375;0.367541981;3536.297783;0.155533945;3332.955765;9
scenario6102;6102;46;38;2;14;0.39657972;0.642059997;0.579241246;1.151399374;0.369295866;3446.464399;0.155964225;3280.351144;9
scenario6103;6103;44;40;2;14;0.396080883;0.642569453;0.580851298;1.156216829;0.371064947;3356.631015;0.156396843;3227.746523;9
scenario6104;6104;42;42;2;14;0.395582047;0.643078908;0.58246135;1.161493088;0.372849423;3266.797632;0.156831817;3175.141902;9
scenario6105;6105;40;44;2;14;0.39508321;0.643588363;0.584071402;1.167296973;0.374649496;3176.964248;0.157269167;3122.537281;9
scenario6106;6106;38;46;2;14;0.394584373;0.644097818;0.585681454;1.173711794;0.376465371;3087.130864;0.15770891;3069.93266;9
scenario6107;6107;36;48;2;14;0.394085537;0.644607273;0.587291506;1.180839373;0.378297256;2997.297481;0.158151066;3017.328039;9
scenario6108;6108;34;50;2;14;0.3935867;0.645116729;0.588901558;1.18880549;0.380145366;2907.464097;0.158595654;2964.723418;9
scenario6109;6109;32;52;2;14;0.393087864;0.645626184;0.59051161;1.197767371;0.382009916;2817.630713;0.159042693;2912.118797;9
scenario611;611;44;22;32;2;0.588608151;0.691907757;0.57101581;1.061244159;0.37673581;3819.366839;0.152285341;3921.850258;9
scenario6110;6110;30;54;2;14;0.392589027;0.646135639;0.592121663;1.207924171;0.383891127;2727.79733;0.159492202;2859.514177;9
scenario6111;6111;28;56;2;14;0.39209019;0.646645094;0.593731715;1.219531941;0.385789222;2637.963946;0.159944201;2806.909556;9
scenario6112;6112;26;58;2;14;0.391591354;0.64715455;0.595341767;1.232925523;0.387704431;2548.130563;0.16039871;2754.304935;9
scenario6113;6113;24;60;2;14;0.391092517;0.647664005;0.596951819;1.248551368;0.389636985;2458.297179;0.16085575;2701.700314;9
scenario6114;6114;22;62;2;14;0.390593681;0.64817346;0.598561871;1.267018276;0.391587122;2368.463795;0.161315339;2649.095693;9
scenario6115;6115;20;64;2;14;0.390094844;0.648682915;0.600171923;1.289178566;0.393555082;2278.630412;0.161777499;2596.491072;9
scenario6116;6116;18;66;2;14;0.389596007;0.64919237;0.601781975;1.316263364;0.395541112;2188.797028;0.162242251;2543.886451;9
scenario6117;6117;16;68;2;14;0.389097171;0.649701826;0.603392027;1.350119362;0.39754546;2098.963644;0.162709615;2491.28183;9
scenario6118;6118;14;70;2;14;0.388598334;0.650211281;0.605002079;1.393648502;0.399568382;2009.130261;0.163179612;2438.677209;9
scenario6119;6119;12;72;2;14;0.388099498;0.650720736;0.606612131;1.451687355;0.401610137;1919.296877;0.163652264;2386.072588;9
scenario612;612;42;24;32;2;0.588109314;0.692417212;0.572625862;1.061997911;0.378573058;3729.533455;0.152711124;3869.245637;9
scenario6120;6120;10;74;2;14;0.387600661;0.651230191;0.608222183;1.53294175;0.403670989;1829.463493;0.164127593;2333.467967;9
scenario6121;6121;8;76;2;14;0.387101824;0.651739646;0.609832235;1.654823342;0.405751208;1739.63011;0.164605619;2280.863346;9
scenario6122;6122;6;78;2;14;0.386602988;0.652249102;0.611442287;1.857959329;0.407851067;1649.796726;0.165086366;2228.258725;9
scenario6123;6123;4;80;2;14;0.386104151;0.652758557;0.613052339;2.264231303;0.409970846;1559.963342;0.165569855;2175.654104;9
scenario6124;6124;2;82;2;14;0.385605315;0.653268012;0.614662391;3.483047225;0.412110831;1470.129959;0.16605611;2123.049484;9
scenario6125;6125;80;2;4;14;0.41999985;0.637191288;0.550564231;1.106356177;0.341716928;5010.188983;0.148600451;4229.465292;9
scenario6126;6126;78;4;4;14;0.419501013;0.637700743;0.552174284;1.107918762;0.343254378;4920.355599;0.148994709;4176.860672;9
scenario6127;6127;76;6;4;14;0.419002176;0.638210199;0.553784336;1.109563588;0.344804293;4830.522216;0.149391032;4124.256051;9
scenario6128;6128;74;8;4;14;0.41850334;0.638719654;0.555394388;1.111297323;0.346366827;4740.688832;0.149789434;4071.65143;9
scenario6129;6129;72;10;4;14;0.418004503;0.639229109;0.55700444;1.113127377;0.347942133;4650.855448;0.150189933;4019.046809;9
scenario613;613;40;26;32;2;0.587610477;0.692926668;0.574235914;1.062827037;0.380426614;3639.700071;0.153139247;3816.641016;9
scenario6130;6130;70;12;4;14;0.417505667;0.639738564;0.558614492;1.115062005;0.349530369;4561.022065;0.150592543;3966.442188;9
scenario6131;6131;68;14;4;14;0.41700683;0.64024802;0.560224544;1.117110435;0.351131695;4471.188681;0.15099728;3913.837567;9
scenario6132;6132;66;16;4;14;0.416507993;0.640757475;0.561834596;1.119283013;0.352746274;4381.355297;0.151404161;3861.232946;9
scenario6133;6133;64;18;4;14;0.416009157;0.64126693;0.563444648;1.121591376;0.35437427;4291.521914;0.151813203;3808.628325;9
scenario6134;6134;62;20;4;14;0.41551032;0.641776385;0.5650547;1.124048666;0.356015852;4201.68853;0.152224421;3756.023704;9
scenario6135;6135;60;22;4;14;0.415011484;0.64228584;0.566664752;1.126669776;0.35767119;4111.855146;0.152637833;3703.419083;9
scenario6136;6136;58;24;4;14;0.414512647;0.642795296;0.568274804;1.129471652;0.359340458;4022.021763;0.153053455;3650.814462;9
scenario6137;6137;56;26;4;14;0.41401381;0.643304751;0.569884856;1.132473661;0.361023833;3932.188379;0.153471304;3598.209841;9
scenario6138;6138;54;28;4;14;0.413514974;0.643814206;0.571494908;1.135698042;0.362721493;3842.354995;0.153891398;3545.60522;9
scenario6139;6139;52;30;4;14;0.413016137;0.644323661;0.57310496;1.139170452;0.364433623;3752.521612;0.154313753;3493.0006;9
scenario614;614;38;28;32;2;0.587111641;0.693436123;0.575845966;1.06374344;0.382296697;3549.866688;0.153569731;3764.036395;9
scenario6140;6140;50;32;4;14;0.412517301;0.644833117;0.574715012;1.142920655;0.366160407;3662.688228;0.154738388;3440.395979;9
scenario6141;6141;48;34;4;14;0.412018464;0.645342572;0.576325064;1.146983375;0.367902034;3572.854845;0.15516532;3387.791358;9
scenario6142;6142;46;36;4;14;0.411519627;0.645852027;0.577935116;1.151399374;0.369658697;3483.021461;0.155594567;3335.186737;9
scenario6143;6143;44;38;4;14;0.411020791;0.646361482;0.579545168;1.156216829;0.371430592;3393.188077;0.156026147;3282.582116;9
scenario6144;6144;42;40;4;14;0.410521954;0.646870937;0.58115522;1.161493088;0.373217916;3303.354694;0.156460078;3229.977495;9
scenario6145;6145;40;42;4;14;0.410023118;0.647380393;0.582765273;1.167296973;0.375020873;3213.52131;0.156896379;3177.372874;9
scenario6146;6146;38;44;4;14;0.409524281;0.647889848;0.584375325;1.173711794;0.376839669;3123.687926;0.157335069;3124.768253;9
scenario6147;6147;36;46;4;14;0.409025444;0.648399303;0.585985377;1.180839373;0.378674513;3033.854543;0.157776166;3072.163632;9
scenario6148;6148;34;48;4;14;0.408526608;0.648908758;0.587595429;1.18880549;0.380525619;2944.021159;0.158219689;3019.559011;9
scenario6149;6149;32;50;4;14;0.408027771;0.649418214;0.589205481;1.197767371;0.382393203;2854.187775;0.158665657;2966.95439;9
scenario615;615;36;30;32;2;0.586612804;0.693945578;0.577456019;1.064761666;0.384183529;3460.033304;0.154002594;3711.431774;9
scenario6150;6150;30;52;4;14;0.407528935;0.649927669;0.590815533;1.207924171;0.384277488;2764.354392;0.15911409;2914.349769;9
scenario6151;6151;28;54;4;14;0.407030098;0.650437124;0.592425585;1.219531941;0.386178697;2674.521008;0.159565008;2861.745148;9
scenario6152;6152;26;56;4;14;0.406531261;0.650946579;0.594035637;1.232925523;0.388097059;2584.687624;0.16001843;2809.140527;9
scenario6153;6153;24;58;4;14;0.406032425;0.651456034;0.595645689;1.248551368;0.390032809;2494.854241;0.160474376;2756.535907;9
scenario6154;6154;22;60;4;14;0.405533588;0.65196549;0.597255741;1.267018276;0.391986184;2405.020857;0.160932867;2703.931286;9
scenario6155;6155;20;62;4;14;0.405034752;0.652474945;0.598865793;1.289178566;0.393957424;2315.187473;0.161393922;2651.326665;9
scenario6156;6156;18;64;4;14;0.404535915;0.6529844;0.600475845;1.316263364;0.395946777;2225.35409;0.161857564;2598.722044;9
scenario6157;6157;16;66;4;14;0.404037078;0.653493855;0.602085897;1.350119362;0.397954494;2135.520706;0.162323811;2546.117423;9
scenario6158;6158;14;68;4;14;0.403538242;0.654003311;0.603695949;1.393648502;0.399980829;2045.687322;0.162792686;2493.512802;9
scenario6159;6159;12;70;4;14;0.403039405;0.654512766;0.605306001;1.451687355;0.402026044;1955.853939;0.16326421;2440.908181;9
scenario616;616;34;32;32;2;0.586113968;0.694455033;0.579066071;1.065899682;0.386087335;3370.19992;0.154437854;3658.827153;9
scenario6160;6160;10;72;4;14;0.402540569;0.655022221;0.606916053;1.53294175;0.404090402;1866.020555;0.163738404;2388.30356;9
scenario6161;6161;8;74;4;14;0.402041732;0.655531676;0.608526105;1.654823342;0.406174174;1776.187172;0.164215291;2335.698939;9
scenario6162;6162;6;76;4;14;0.401542895;0.656041131;0.610136157;1.857959329;0.408277636;1686.353788;0.164694891;2283.094318;9
scenario6163;6163;4;78;4;14;0.401044059;0.656550587;0.611746209;2.264231303;0.410401067;1596.520404;0.165177228;2230.489697;9
scenario6164;6164;2;80;4;14;0.400545222;0.657060042;0.613356262;3.483047225;0.412544754;1506.687021;0.165662323;2177.885076;9
scenario6165;6165;78;2;6;14;0.434440921;0.641492773;0.550868154;1.107918762;0.343576978;4956.912661;0.148641667;4231.696264;9
scenario6166;6166;76;4;6;14;0.433942084;0.642002228;0.552478206;1.109563588;0.345129219;4867.079277;0.149037035;4179.091643;9
scenario6167;6167;74;6;6;14;0.433443247;0.642511684;0.554088258;1.111297323;0.346694105;4777.245894;0.149434478;4126.487022;9
scenario6168;6168;72;8;6;14;0.432944411;0.643021139;0.55569831;1.113127377;0.348271791;4687.41251;0.149834013;4073.882402;9
scenario6169;6169;70;10;6;14;0.432445574;0.643530594;0.557308362;1.115062005;0.349862436;4597.579126;0.150235654;4021.277781;9
scenario617;617;32;34;32;2;0.585615131;0.694964488;0.580676123;1.067179951;0.388008345;3280.366537;0.154875531;3606.222533;9
scenario6170;6170;68;12;6;14;0.431946738;0.644040049;0.558918414;1.117110435;0.351466199;4507.745743;0.150639418;3968.67316;9
scenario6171;6171;66;14;6;14;0.431447901;0.644549504;0.560528466;1.119283013;0.353083244;4417.912359;0.151045321;3916.068539;9
scenario6172;6172;64;16;6;14;0.430949064;0.64505896;0.562138518;1.121591376;0.354713736;4328.078976;0.151453379;3863.463918;9
scenario6173;6173;62;18;6;14;0.430450228;0.645568415;0.56374857;1.124048666;0.356357843;4238.245592;0.151863609;3810.859297;9
scenario6174;6174;60;20;6;14;0.429951391;0.64607787;0.565358622;1.126669776;0.358015738;4148.412208;0.152276028;3758.254676;9
scenario6175;6175;58;22;6;14;0.429452555;0.646587325;0.566968674;1.129471652;0.359687593;4058.578825;0.152690651;3705.650055;9
scenario6176;6176;56;24;6;14;0.428953718;0.647096781;0.568578726;1.132473661;0.361373586;3968.745441;0.153107497;3653.045434;9
scenario6177;6177;54;26;6;14;0.428454881;0.647606236;0.570188778;1.135698042;0.363073898;3878.912057;0.153526582;3600.440813;9
scenario6178;6178;52;28;6;14;0.427956045;0.648115691;0.57179883;1.139170452;0.36478871;3789.078674;0.153947924;3547.836192;9
scenario6179;6179;50;30;6;14;0.427457208;0.648625146;0.573408883;1.142920655;0.366518211;3699.24529;0.154371541;3495.231571;9
scenario618;618;30;36;32;2;0.585116294;0.695473944;0.582286175;1.068630923;0.389946795;3190.533153;0.155315643;3553.617912;9
scenario6180;6180;48;32;6;14;0.426958372;0.649134601;0.575018935;1.146983375;0.368262588;3609.411906;0.154797449;3442.62695;9
scenario6181;6181;46;34;6;14;0.426459535;0.649644057;0.576628987;1.151399374;0.370022036;3519.578523;0.155225666;3390.02233;9
scenario6182;6182;44;36;6;14;0.425960698;0.650153512;0.578239039;1.156216829;0.37179675;3429.745139;0.155656212;3337.417709;9
scenario6183;6183;42;38;6;14;0.425461862;0.650662967;0.579849091;1.161493088;0.373586929;3339.911755;0.156089104;3284.813088;9
scenario6184;6184;40;40;6;14;0.424963025;0.651172422;0.581459143;1.167296973;0.375392777;3250.078372;0.156524359;3232.208467;9
scenario6185;6185;38;42;6;14;0.424464189;0.651681878;0.583069195;1.173711794;0.3772145;3160.244988;0.156961998;3179.603846;9
scenario6186;6186;36;44;6;14;0.423965352;0.652191333;0.584679247;1.180839373;0.379052309;3070.411604;0.157402039;3126.999225;9
scenario6187;6187;34;46;6;14;0.423466515;0.652700788;0.586289299;1.18880549;0.380906417;2980.578221;0.157844501;3074.394604;9
scenario6188;6188;32;48;6;14;0.422967679;0.653210243;0.587899351;1.197767371;0.382777043;2890.744837;0.158289402;3021.789983;9
scenario6189;6189;30;50;6;14;0.422468842;0.653719698;0.589509403;1.207924171;0.384664408;2800.911454;0.158736763;2969.185362;9
scenario619;619;28;38;32;2;0.584617458;0.695983399;0.583896227;1.070289176;0.391902922;3100.69977;0.155758212;3501.013291;9
scenario6190;6190;28;52;6;14;0.421970006;0.654229154;0.591119455;1.219531941;0.386568737;2711.07807;0.159186602;2916.580741;9
scenario6191;6191;26;54;6;14;0.421471169;0.654738609;0.592729507;1.232925523;0.388490261;2621.244686;0.15963894;2863.97612;9
scenario6192;6192;24;56;6;14;0.420972332;0.655248064;0.594339559;1.248551368;0.390429214;2531.411303;0.160093797;2811.371499;9
scenario6193;6193;22;58;6;14;0.420473496;0.655757519;0.595949611;1.267018276;0.392385833;2441.577919;0.160551192;2758.766878;9
scenario6194;6194;20;60;6;14;0.419974659;0.656266975;0.597559663;1.289178566;0.394360362;2351.744535;0.161011147;2706.162258;9
scenario6195;6195;18;62;6;14;0.419475823;0.65677643;0.599169715;1.316263364;0.396353046;2261.911152;0.161473681;2653.557637;9
scenario6196;6196;16;64;6;14;0.418976986;0.657285885;0.600779767;1.350119362;0.398364139;2172.077768;0.161938816;2600.953016;9
scenario6197;6197;14;66;6;14;0.418478149;0.65779534;0.602389819;1.393648502;0.400393895;2082.244384;0.162406573;2548.348395;9
scenario6198;6198;12;68;6;14;0.417979313;0.658304795;0.603999872;1.451687355;0.402442577;1992.411001;0.162876972;2495.743774;9
scenario6199;6199;10;70;6;14;0.417480476;0.658814251;0.605609924;1.53294175;0.40451045;1902.577617;0.163350036;2443.139153;9
scenario62;62;64;30;4;2;0.384437811;0.633724789;0.573201106;1.056297666;0.354398278;4205.901809;0.153144713;3680.198168;9
scenario620;620;26;40;32;2;0.584118621;0.696492854;0.585506279;1.072202544;0.39387697;3010.866386;0.156203255;3448.40867;9
scenario6200;6200;8;72;6;14;0.41698164;0.659323706;0.607219976;1.654823342;0.406597785;1812.744233;0.163825786;2390.534532;9
scenario6201;6201;6;74;6;14;0.416482803;0.659833161;0.608830028;1.857959329;0.408704857;1722.91085;0.164304244;2337.929911;9
scenario6202;6202;4;76;6;14;0.415983966;0.660342616;0.61044008;2.264231303;0.410831949;1633.077466;0.164785432;2285.32529;9
scenario6203;6203;2;78;6;14;0.41548513;0.660852072;0.612050132;3.483047225;0.412979347;1543.244082;0.165269372;2232.720669;9
scenario6204;6204;76;2;8;14;0.448881991;0.645794258;0.551172076;1.109563588;0.34545457;4903.636339;0.148683747;4233.927236;9
scenario6205;6205;74;4;8;14;0.448383155;0.646303713;0.552782128;1.111297323;0.347021814;4813.802956;0.149080234;4181.322615;9
scenario6206;6206;72;6;8;14;0.447884318;0.646813168;0.55439218;1.113127377;0.348601886;4723.969572;0.149478808;4128.717994;9
scenario6207;6207;70;8;8;14;0.447385482;0.647322624;0.556002232;1.115062005;0.350194944;4634.136188;0.149879484;4076.113373;9
scenario6208;6208;68;10;8;14;0.446886645;0.647832079;0.557612284;1.117110435;0.35180115;4544.302805;0.150282277;4023.508753;9
scenario6209;6209;66;12;8;14;0.446387809;0.648341534;0.559222336;1.119283013;0.353420666;4454.469421;0.150687205;3970.904132;9
scenario621;621;24;42;32;2;0.583619785;0.697002309;0.587116331;1.074434808;0.395869185;2921.033002;0.156650794;3395.804049;9
scenario6210;6210;64;14;8;14;0.445888972;0.648850989;0.560832388;1.121591376;0.355053658;4364.636037;0.151094283;3918.299511;9
scenario6211;6211;62;16;8;14;0.445390135;0.649360445;0.56244244;1.124048666;0.356700297;4274.802654;0.151503527;3865.69489;9
scenario6212;6212;60;18;8;14;0.444891299;0.6498699;0.564052493;1.126669776;0.358360753;4184.96927;0.151914956;3813.090269;9
scenario6213;6213;58;20;8;14;0.444392462;0.650379355;0.565662545;1.129471652;0.360035201;4095.135886;0.152328584;3760.485648;9
scenario6214;6214;56;22;8;14;0.443893626;0.65088881;0.567272597;1.132473661;0.361723818;4005.302503;0.15274443;3707.881027;9
scenario6215;6215;54;24;8;14;0.443394789;0.651398265;0.568882649;1.135698042;0.363426786;3915.469119;0.15316251;3655.276406;9
scenario6216;6216;52;26;8;14;0.442895952;0.651907721;0.570492701;1.139170452;0.365144288;3825.635736;0.153582842;3602.671785;9
scenario6217;6217;50;28;8;14;0.442397116;0.652417176;0.572102753;1.142920655;0.366876511;3735.802352;0.154005442;3550.067164;9
scenario6218;6218;48;30;8;14;0.441898279;0.652926631;0.573712805;1.146983375;0.368623644;3645.968968;0.15443033;3497.462543;9
scenario6219;6219;46;32;8;14;0.441399443;0.653436086;0.575322857;1.151399374;0.370385883;3556.135585;0.154857521;3444.857922;9
scenario622;622;22;44;32;2;0.583120948;0.697511765;0.588726383;1.077072938;0.39787982;2831.199619;0.157100848;3343.199428;9
scenario6220;6220;44;34;8;14;0.440900606;0.653945542;0.576932909;1.156216829;0.372163422;3466.302201;0.155287036;3392.253301;9
